Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
Arkansas,US,14/11/2022 04:21,34.16250414,-93.65789349,2827,48,,,"Pike, Arkansas, US",26376.18959,1.697912982
Arkansas,US,14/11/2022 04:21,35.57433534,-90.66268713,9477,137,,,"Poinsett, Arkansas, US",40279.66678,1.445605149
Arkansas,US,14/11/2022 04:21,34.48254879,-94.22728802,4546,158,,,"Polk, Arkansas, US",22770.98778,3.47558293
Arkansas,US,14/11/2022 04:21,35.44871474,-93.03212219,20415,224,,,"Pope, Arkansas, US",31862.59208,1.097232427
Arkansas,US,14/11/2022 04:21,34.83624419,-91.55162157,2317,46,,,"Prairie, Arkansas, US",28739.76681,1.985325852
Arkansas,US,14/11/2022 04:21,34.77054088,-92.31355101,122589,1288,,,"Pulaski, Arkansas, US",31279.80587,1.050665231
Arkansas,US,14/11/2022 04:21,36.3415714,-91.02455531,6150,100,,,"Randolph, Arkansas, US",34246.57534,1.62601626
Arkansas,US,14/11/2022 04:21,34.64916145,-92.67583224,35532,380,,,"Saline, Arkansas, US",29020.63919,1.069458516
Arkansas,US,14/11/2022 04:21,34.85588887,-94.0632176,2748,47,,,"Scott, Arkansas, US",26728.91742,1.710334789
Arkansas,US,14/11/2022 04:21,35.9109364,-92.69936482,2406,52,,,"Searcy, Arkansas, US",30529.12067,2.161263508
Arkansas,US,14/11/2022 04:21,35.19605503,-94.27162713,37790,564,,,"Sebastian, Arkansas, US",29563.39428,1.492458322
Arkansas,US,14/11/2022 04:21,33.99780401,-94.2424869,6868,83,,,"Sevier, Arkansas, US",40383.37155,1.208503203
Arkansas,US,14/11/2022 04:21,36.16258158,-91.47819342,5474,119,,,"Sharp, Arkansas, US",31384.01559,2.173913043
Arkansas,US,14/11/2022 04:21,35.02201976,-90.74828138,8291,105,,,"St. Francis, Arkansas, US",33171.96127,1.266433482
Arkansas,US,14/11/2022 04:21,35.86251946,-92.15684085,3480,74,,,"Stone, Arkansas, US",27826.64321,2.126436782
Arkansas,US,14/11/2022 04:21,,,31670,0,,,"Unassigned, Arkansas, US",,0
Arkansas,US,14/11/2022 04:21,33.16887091,-92.59746952,10914,196,,,"Union, Arkansas, US",28214.67349,1.79585853
Arkansas,US,14/11/2022 04:21,35.58095779,-92.51295036,4091,65,,,"Van Buren, Arkansas, US",24726.50348,1.588853581
Arkansas,US,14/11/2022 04:21,35.976844,-94.21800746,77566,685,,,"Washington, Arkansas, US",32429.01997,0.883118892
Arkansas,US,14/11/2022 04:21,35.25688493,-91.74908296,25873,327,,,"White, Arkansas, US",32853.35162,1.263865806
Arkansas,US,14/11/2022 04:21,35.18902527,-91.2439489,2167,33,,,"Woodruff, Arkansas, US",34287.97468,1.52284264
Arkansas,US,14/11/2022 04:21,35.00292371,-93.41171338,7443,114,,,"Yell, Arkansas, US",34876.52875,1.531640468
California,US,14/11/2022 04:21,37.64629437,-121.8929271,373076,2050,,,"Alameda, California, US",22291.00315,0.550252848
California,US,14/11/2022 04:21,38.59678594,-119.8223594,137,0,,,"Alpine, California, US",12134.63242,0
California,US,14/11/2022 04:21,38.44583082,-120.65696,11023,95,,,"Amador, California, US",27694.20407,0.86293033
California,US,14/11/2022 04:21,39.66727762,-121.6005252,49280,461,,,"Butte, California, US",22378.25409,0.939857288
California,US,14/11/2022 04:21,38.20537103,-120.552913,9167,135,,,"Calaveras, California, US",19930.29082,1.475571101
California,US,14/11/2022 04:21,39.17881957,-122.2331726,5124,22,,,"Colusa, California, US",23762.00863,0.4296875
California,US,14/11/2022 04:21,37.91923498,-121.9289527,274979,1469,,,"Contra Costa, California, US",23806.83227,0.534924877
California,US,14/11/2022 04:21,41.74228275,-123.8974063,7877,56,,,"Del Norte, California, US",28318.71135,0.711020823
California,US,14/11/2022 04:21,38.77965956,-120.5233166,37059,232,,,"El Dorado, California, US",19200.07467,0.626586723
California,US,14/11/2022 04:21,36.75733899,-119.6466953,309223,2887,,,"Fresno, California, US",30863.14597,0.936261569
California,US,14/11/2022 04:21,39.59875897,-122.3938452,7465,48,,,"Glenn, California, US",26291.69161,0.64300067
California,US,14/11/2022 04:21,40.69923009,-123.876044,27419,160,,,"Humboldt, California, US",20135.29264,0.586187947
California,US,14/11/2022 04:21,33.0393082,-115.3669042,82695,960,,,"Imperial, California, US",45468.64222,1.165105102
California,US,14/11/2022 04:21,36.51112084,-117.4111978,5577,60,,,"Inyo, California, US",30589.27878,1.087350489
California,US,14/11/2022 04:21,35.34329425,-118.7277796,293173,2566,,,"Kern, California, US",32567.46819,0.875251132
California,US,14/11/2022 04:21,36.07409056,-119.8159973,64150,461,,,"Kings, California, US",41891.59147,0.719536749
California,US,14/11/2022 04:21,39.10124298,-122.7536244,14146,149,,,"Lake, California, US",21964.4022,1.053599208
California,US,14/11/2022 04:21,40.67311306,-120.5935099,11012,65,,,"Lassen, California, US",36018.70932,0.590265165
California,US,14/11/2022 04:21,34.30828379,-118.2282411,3500252,34032,,,"Los Angeles, California, US",34866.16887,0.972272853
California,US,14/11/2022 04:21,37.21513971,-119.7665589,52649,385,,,"Madera, California, US",33408.7601,0.732482259
California,US,14/11/2022 04:21,38.07122463,-122.7210631,51287,314,,,"Marin, California, US",19815.24267,0.612240919
California,US,14/11/2022 04:21,37.57978556,-119.9073334,4236,40,,,"Mariposa, California, US",24623.61216,0.944287063
California,US,14/11/2022 04:21,39.4381191,-123.3911313,20727,136,,,"Mendocino, California, US",23849.26627,0.65735415
California,US,14/11/2022 04:21,37.18922369,-120.7209035,84841,870,,,"Merced, California, US",30492.29329,1.027506466
California,US,14/11/2022 04:21,41.58965602,-120.7244817,1218,11,,,"Modoc, California, US",13720.1674,0.906842539
California,US,14/11/2022 04:21,37.93899289,-118.8872409,3490,8,,,"Mono, California, US",24086.12573,0.229951135
California,US,14/11/2022 04:21,36.21862405,-121.2413397,116262,772,,,"Monterey, California, US",26704.31115,0.666016754
California,US,14/11/2022 04:21,38.50735751,-122.332839,33938,162,,,"Napa, California, US",24631.92589,0.477467653
California,US,14/11/2022 04:21,39.30394768,-120.7627281,21137,132,,,"Nevada, California, US",21140.79495,0.625918725
California,US,14/11/2022 04:21,33.70147516,-117.7645998,736190,7555,,,"Orange, California, US",23182.03403,1.026229642
California,US,14/11/2022 04:21,,,0,0,,,"Out of CA, California, US",,
California,US,14/11/2022 04:21,39.06167234,-120.7240569,86230,662,,,"Placer, California, US",21620.31888,0.768694844
California,US,14/11/2022 04:21,40.00355989,-120.8395236,4168,13,,,"Plumas, California, US",22092.83777,0.312876053
California,US,14/11/2022 04:21,33.74314981,-115.9933578,736915,6660,,,"Riverside, California, US",29791.71406,0.904869174
California,US,14/11/2022 04:21,38.45106826,-121.3425374,385675,3521,,,"Sacramento, California, US",24777.36012,0.915594226
California,US,14/11/2022 04:21,36.60308176,-121.069975,17340,108,,,"San Benito, California, US",27598.39511,0.62305296
California,US,14/11/2022 04:21,34.84060306,-116.1774685,707638,8126,,,"San Bernardino, California, US",32438.64345,1.149054709
California,US,14/11/2022 04:21,33.03484597,-116.7365326,1006956,5543,,,"San Diego, California, US",30163.46497,0.550470924
California,US,14/11/2022 04:21,37.75215114,-122.4385672,194322,1072,,,"San Francisco, California, US",22015.11204,0.552366623
California,US,14/11/2022 04:21,37.93433732,-121.2730061,214403,2340,,,"San Joaquin, California, US",28077.48626,1.093498822
California,US,14/11/2022 04:21,35.38822029,-120.4039028,70976,525,,,"San Luis Obispo, California, US",25065.78692,0.739811736
California,US,14/11/2022 04:21,37.4228808,-122.3275546,181813,845,,,"San Mateo, California, US",23724.28979,0.464632913
California,US,14/11/2022 04:21,34.65329488,-120.0188492,113639,733,,,"Santa Barbara, California, US",25441.26639,0.64527488
California,US,14/11/2022 04:21,37.23104908,-121.6970462,457902,2535,,,"Santa Clara, California, US",23717.22518,0.554421925
California,US,14/11/2022 04:21,37.05580291,-122.0066524,67779,274,,,"Santa Cruz, California, US",24774.44338,0.404804468
California,US,14/11/2022 04:21,40.76391419,-122.0396884,43044,595,,,"Shasta, California, US",23738.89382,1.614072844
California,US,14/11/2022 04:21,39.57713498,-120.5200701,369,5,,,"Sierra, California, US",12279.53411,1.35501355
California,US,14/11/2022 04:21,41.59198861,-122.5407434,8711,94,,,"Siskiyou, California, US",19890.21337,1.085450346
California,US,14/11/2022 04:21,38.26827353,-121.9357113,114433,468,,,"Solano, California, US",25520.55991,0.40966028
California,US,14/11/2022 04:21,38.52746429,-122.8862506,113462,525,,,"Sonoma, California, US",22948.96589,0.46277932
California,US,14/11/2022 04:21,37.55862499,-120.9970722,160700,1785,,,"Stanislaus, California, US",29183.16202,1.110765401
California,US,14/11/2022 04:21,39.03417539,-121.6945899,27009,235,,,"Sutter, California, US",27850.59451,0.870144777
California,US,14/11/2022 04:21,40.12570935,-122.2370171,16926,216,,,"Tehama, California, US",25872.71833,1.282736505
California,US,14/11/2022 04:21,40.6491767,-123.114713,1851,20,,,"Trinity, California, US",14700.8547,1.107419712
California,US,14/11/2022 04:21,36.22026558,-118.8020203,159546,1544,,,"Tulare, California, US",34109.33193,0.970971475
California,US,14/11/2022 04:21,38.02644018,-119.9525093,16659,201,,,"Tuolumne, California, US",30581.15202,1.206482593
California,US,14/11/2022 04:21,,,4345,0,,,"Unassigned, California, US",,0
California,US,14/11/2022 04:21,34.44465746,-119.0910613,226579,1587,,,"Ventura, California, US",26749.45568,0.701275287
California,US,14/11/2022 04:21,38.68278902,-121.9018288,52421,354,,,"Yolo, California, US",23799.09297,0.674581245
California,US,14/11/2022 04:21,39.26255932,-121.3535644,20852,132,,,"Yuba, California, US",26479.63594,0.633670971
Colorado,US,14/11/2022 04:21,39.87432092,-104.3362578,159758,1399,,,"Adams, Colorado, US",30875.82452,0.875699495
Colorado,US,14/11/2022 04:21,37.57250606,-105.7885451,5595,65,,,"Alamosa, Colorado, US",34466.82683,1.161751564
Colorado,US,14/11/2022 04:21,39.64977461,-104.3353617,188827,1297,,,"Arapahoe, Colorado, US",28758.73833,0.68687211
Colorado,US,14/11/2022 04:21,37.19474156,-107.0476867,3418,22,,,"Archuleta, Colorado, US",24363.81781,0.643651258
Colorado,US,14/11/2022 04:21,37.31940883,-102.5603223,995,16,,,"Baca, Colorado, US",27785.53477,1.608040201
Colorado,US,14/11/2022 04:21,37.95474293,-103.0720195,2860,49,,,"Bent, Colorado, US",51282.05128,1.713286713
Colorado,US,14/11/2022 04:21,40.09313619,-105.3546767,86857,409,,,"Boulder, Colorado, US",26627.24252,0.470888932
Colorado,US,14/11/2022 04:21,39.95998787,-105.0566324,17493,124,,,"Broomfield, Colorado, US",24825.09047,0.708854971
Colorado,US,14/11/2022 04:21,38.74745778,-106.1926573,5496,56,,,"Chaffee, Colorado, US",26999.41049,1.018922853
Colorado,US,14/11/2022 04:21,38.82777431,-102.6032558,373,12,,,"Cheyenne, Colorado, US",20371.38176,3.217158177
Colorado,US,14/11/2022 04:21,39.68864463,-105.6463118,1870,13,,,"Clear Creek, Colorado, US",19278.35052,0.695187166
Colorado,US,14/11/2022 04:21,37.201606,-106.1917488,2192,57,,,"Conejos, Colorado, US",26715.41743,2.600364964
Colorado,US,14/11/2022 04:21,37.27732493,-105.4276548,901,19,,,"Costilla, Colorado, US",23179.8302,2.108768036
Colorado,US,14/11/2022 04:21,38.32608609,-103.7844965,3496,31,,,"Crowley, Colorado, US",57680.25078,0.886727689
Colorado,US,14/11/2022 04:21,38.10883162,-105.3683478,803,22,,,"Custer, Colorado, US",15844.5146,2.739726027
Colorado,US,14/11/2022 04:21,38.86246243,-107.8631342,6938,151,,,"Delta, Colorado, US",22264.29626,2.176419717
Colorado,US,14/11/2022 04:21,39.76018276,-104.8725695,214751,1453,,,"Denver, Colorado, US",29530.76892,0.676597548
Colorado,US,14/11/2022 04:21,37.75208676,-108.5211585,403,8,,,"Dolores, Colorado, US",19610.7056,1.985111663
Colorado,US,14/11/2022 04:21,39.33133796,-104.930001,97238,477,,,"Douglas, Colorado, US",27690.98458,0.490548962
Colorado,US,14/11/2022 04:21,39.62754308,-106.6933637,18200,37,,,"Eagle, Colorado, US",33014.6752,0.203296703
Colorado,US,14/11/2022 04:21,38.83240149,-104.5251411,226753,1821,,,"El Paso, Colorado, US",31475.85449,0.803076475
Colorado,US,14/11/2022 04:21,39.28656773,-104.1358721,5634,45,,,"Elbert, Colorado, US",21078.22964,0.798722045
Colorado,US,14/11/2022 04:21,38.47362326,-105.4399667,17787,201,,,"Fremont, Colorado, US",37180.96114,1.130038792
Colorado,US,14/11/2022 04:21,39.59921777,-107.902708,17366,102,,,"Garfield, Colorado, US",28913.9375,0.587354601
Colorado,US,14/11/2022 04:21,39.85646523,-105.5252597,1146,6,,,"Gilpin, Colorado, US",18356.55935,0.523560209
Colorado,US,14/11/2022 04:21,40.10603347,-106.1178042,3922,30,,,"Grand, Colorado, US",24926.90988,0.764915859
Colorado,US,14/11/2022 04:21,38.66611652,-107.0320729,3857,15,,,"Gunnison, Colorado, US",22087.96243,0.388903293
Colorado,US,14/11/2022 04:21,37.82247444,-107.3004345,155,0,,,"Hinsdale, Colorado, US",18902.43902,0
Colorado,US,14/11/2022 04:21,37.68473101,-104.9612585,1695,40,,,"Huerfano, Colorado, US",24575.90257,2.359882006
Colorado,US,14/11/2022 04:21,40.6659387,-106.3408905,192,0,,,"Jackson, Colorado, US",13793.10345,0
Colorado,US,14/11/2022 04:21,39.58635604,-105.2517692,154584,1470,,,"Jefferson, Colorado, US",26520.67918,0.950939295
Colorado,US,14/11/2022 04:21,38.43260896,-102.7392145,368,6,,,"Kiowa, Colorado, US",26173.54196,1.630434783
Colorado,US,14/11/2022 04:21,39.30497777,-102.6022199,1825,33,,,"Kit Carson, Colorado, US",25715.09088,1.808219178
Colorado,US,14/11/2022 04:21,37.28632032,-107.8429014,15248,93,,,"La Plata, Colorado, US",27121.53822,0.609916055
Colorado,US,14/11/2022 04:21,39.20278823,-106.3555697,2134,2,,,"Lake, Colorado, US",26258.15184,0.093720712
Colorado,US,14/11/2022 04:21,40.66671597,-105.4625784,102643,560,,,"Larimer, Colorado, US",28759.67711,0.545580312
Colorado,US,14/11/2022 04:21,37.3153406,-104.0376458,4186,48,,,"Las Animas, Colorado, US",28857.02468,1.146679408
Colorado,US,14/11/2022 04:21,38.98749519,-103.5136649,2360,11,,,"Lincoln, Colorado, US",41396.24627,0.466101695
Colorado,US,14/11/2022 04:21,40.7249637,-103.110817,8283,115,,,"Logan, Colorado, US",36962.82744,1.388385851
Colorado,US,14/11/2022 04:21,39.01787888,-108.469799,49131,604,,,"Mesa, Colorado, US",31859.80157,1.229366388
Colorado,US,14/11/2022 04:21,37.66954283,-106.9281698,292,3,,,"Mineral, Colorado, US",37971.39142,1.02739726
Colorado,US,14/11/2022 04:21,40.61810999,-108.2070876,3536,55,,,"Moffat, Colorado, US",26620.49236,1.555429864
Colorado,US,14/11/2022 04:21,37.33859579,-108.5958857,7235,86,,,"Montezuma, Colorado, US",27632.43326,1.188666206
Colorado,US,14/11/2022 04:21,38.40214114,-108.2639022,10791,175,,,"Montrose, Colorado, US",25237.38248,1.621721805
Colorado,US,14/11/2022 04:21,40.2627981,-103.8093302,6561,141,,,"Morgan, Colorado, US",22571.21233,2.149062643
Colorado,US,14/11/2022 04:21,37.9014485,-103.7173385,5060,133,,,"Otero, Colorado, US",27683.554,2.628458498
Colorado,US,14/11/2022 04:21,38.14717457,-107.7675136,1074,6,,,"Ouray, Colorado, US",21688.20679,0.558659218
Colorado,US,14/11/2022 04:21,,,0,0,,,"Out of CO, Colorado, US",,
Colorado,US,14/11/2022 04:21,39.120926,-105.7182065,3376,22,,,"Park, Colorado, US",17914.5662,0.651658768
Colorado,US,14/11/2022 04:21,40.59414277,-102.3577703,1035,19,,,"Phillips, Colorado, US",24267.29191,1.835748792
Colorado,US,14/11/2022 04:21,39.21720112,-106.9310027,7861,8,,,"Pitkin, Colorado, US",44244.9485,0.101768223
Colorado,US,14/11/2022 04:21,37.95544985,-102.3926052,3049,52,,,"Prowers, Colorado, US",25049.29346,1.705477206
Colorado,US,14/11/2022 04:21,38.17359144,-104.5127437,58689,849,,,"Pueblo, Colorado, US",34845.98395,1.446608393
Colorado,US,14/11/2022 04:21,39.97913541,-108.2179009,2107,15,,,"Rio Blanco, Colorado, US",33317.52056,0.711912672
Colorado,US,14/11/2022 04:21,37.5836865,-106.3847838,3451,46,,,"Rio Grande, Colorado, US",30629.27132,1.332946972
Colorado,US,14/11/2022 04:21,40.48596505,-106.9905548,7595,33,,,"Routt, Colorado, US",29623.99563,0.434496379
Colorado,US,14/11/2022 04:21,38.08054629,-106.282466,1458,12,,,"Saguache, Colorado, US",21365.76788,0.823045267
Colorado,US,14/11/2022 04:21,37.76248981,-107.6763289,309,0,,,"San Juan, Colorado, US",42445.05495,0
Colorado,US,14/11/2022 04:21,38.00450883,-108.4020725,2621,8,,,"San Miguel, Colorado, US",32045.48233,0.305227013
Colorado,US,14/11/2022 04:21,40.87595412,-102.3519227,540,11,,,"Sedgwick, Colorado, US",24021.35231,2.037037037
Colorado,US,14/11/2022 04:21,39.63803232,-106.1150762,11712,15,,,"Summit, Colorado, US",37767.24388,0.12807377
Colorado,US,14/11/2022 04:21,38.88133511,-105.1614893,5741,61,,,"Teller, Colorado, US",22613.04553,1.06253266
Colorado,US,14/11/2022 04:21,,,189,2,,,"Unassigned, Colorado, US",,1.058201058
Colorado,US,14/11/2022 04:21,39.97015535,-103.202587,1182,33,,,"Washington, Colorado, US",24083.12958,2.791878173
Colorado,US,14/11/2022 04:21,40.55499405,-104.3929621,101209,751,,,"Weld, Colorado, US",31189.98311,0.742028871
Colorado,US,14/11/2022 04:21,40.00346839,-102.4258673,2218,27,,,"Yuma, Colorado, US",22137.93792,1.217312894
Connecticut,US,14/11/2022 04:21,41.26809896,-73.3881171,248937,2853,,,"Fairfield, Connecticut, US",26389.11857,1.146073103
Connecticut,US,14/11/2022 04:21,41.80283011,-72.73103891,223121,3306,,,"Hartford, Connecticut, US",25021.41928,1.481707235
Connecticut,US,14/11/2022 04:21,41.7937534,-73.2451475,39209,492,,,"Litchfield, Connecticut, US",21742.55405,1.254813946
Connecticut,US,14/11/2022 04:21,41.45949668,-72.53714864,36578,515,,,"Middlesex, Connecticut, US",22518.40725,1.407950134
Connecticut,US,14/11/2022 04:21,41.4080325,-72.93620426,241839,2997,,,"New Haven, Connecticut, US",28293.30441,1.239254215
Connecticut,US,14/11/2022 04:21,41.48896435,-72.10430976,69651,733,,,"New London, Connecticut, US",26262.98048,1.052389772
Connecticut,US,14/11/2022 04:21,41.85853803,-72.3308481,26251,302,,,"Tolland, Connecticut, US",17416.9492,1.150432364
Connecticut,US,14/11/2022 04:21,,,2998,8,,,"Unassigned, Connecticut, US",,0.266844563
Connecticut,US,14/11/2022 04:21,41.82972709,-71.98182316,30177,331,,,"Windham, Connecticut, US",25840.45486,1.096861848
Delaware,US,14/11/2022 04:21,39.08646628,-75.56884914,61295,703,,,"Kent, Delaware, US",33904.72714,1.146912472
Delaware,US,14/11/2022 04:21,39.57992638,-75.64054974,178799,1519,,,"New Castle, Delaware, US",31999.64922,0.849557324
Delaware,US,14/11/2022 04:21,38.66143781,-75.39031349,73489,926,,,"Sussex, Delaware, US",31375.38691,1.260052525
Delaware,US,14/11/2022 04:21,,,1101,0,,,"Unassigned, Delaware, US",,0
Diamond Princess,US,04/08/2020 02:27,,,49,0,,,"Diamond Princess, US",,0
District of Columbia,US,14/11/2022 04:21,38.90417773,-77.01655992,170482,1402,,,"District of Columbia, District of Columbia ,US",24156.18017,0.82237421
Florida,US,14/11/2022 04:21,29.67866525,-82.35928158,84936,768,,,"Alachua, Florida, US",31569.67474,0.904210229
Florida,US,14/11/2022 04:21,30.33060121,-82.28467476,10316,151,,,"Baker, Florida, US",35316.67237,1.463745638
Florida,US,14/11/2022 04:21,30.26548745,-85.62122584,54039,863,,,"Bay, Florida, US",30931.57036,1.596994763
Florida,US,14/11/2022 04:21,29.95079741,-82.16611613,8805,170,,,"Bradford, Florida, US",31222.29708,1.930721181
Florida,US,14/11/2022 04:21,28.29409504,-80.73091022,167670,2381,,,"Brevard, Florida, US",27854.84316,1.420051291
Florida,US,14/11/2022 04:21,26.15184651,-80.48725556,739132,6433,,,"Broward, Florida, US",37850.28303,0.870345216
Florida,US,14/11/2022 04:21,30.40666734,-85.19394153,4678,103,,,"Calhoun, Florida, US",33165.54413,2.201795639
Florida,US,14/11/2022 04:21,26.90131002,-81.92949121,45748,916,,,"Charlotte, Florida, US",24216.82283,2.002273323
Florida,US,14/11/2022 04:21,28.84804315,-82.47614748,37201,1083,,,"Citrus, Florida, US",24857.5075,2.911212064
Florida,US,14/11/2022 04:21,29.98319144,-81.85609986,64119,932,,,"Clay, Florida, US",29244.43107,1.45354731
Florida,US,14/11/2022 04:21,26.11091986,-81.34687065,101213,1113,,,"Collier, Florida, US",26295.78438,1.099661111
Florida,US,14/11/2022 04:21,30.22509788,-82.62160164,24617,438,,,"Columbia, Florida, US",34340.0385,1.779258236
Florida,US,14/11/2022 04:21,27.18677893,-81.80941373,10866,161,,,"DeSoto, Florida, US",28593.98437,1.481685993
Florida,US,14/11/2022 04:21,29.60631086,-83.15724673,4734,82,,,"Dixie, Florida, US",28135.02912,1.732150401
Florida,US,14/11/2022 04:21,30.33225875,-81.66976468,304798,3703,,,"Duval, Florida, US",31824.21392,1.214902985
Florida,US,14/11/2022 04:21,30.67652764,-87.37284571,94444,1431,,,"Escambia, Florida, US",29669.88778,1.515183601
Florida,US,14/11/2022 04:21,29.45933576,-81.31508595,27627,408,,,"Flagler, Florida, US",24006.56929,1.476816158
Florida,US,14/11/2022 04:21,29.83791238,-84.82731662,3456,57,,,"Franklin, Florida, US",28503.09278,1.649305556
Florida,US,14/11/2022 04:21,30.57796289,-84.61915825,16746,233,,,"Gadsden, Florida, US",36675.42707,1.391377045
Florida,US,14/11/2022 04:21,29.72856978,-82.79880657,5396,106,,,"Gilchrist, Florida, US",29038.85481,1.964418087
Florida,US,14/11/2022 04:21,26.95635849,-81.18996211,2234,38,,,"Glades, Florida, US",16175.51227,1.700984781
Florida,US,14/11/2022 04:21,29.93543004,-85.2427099,4846,86,,,"Gulf, Florida, US",35530.46411,1.774659513
